Id,fixed.acidity,volatile.acidity,citric.acid,residual.sugar,chlorides,free.sulfur.dioxide,total.sulfur.dioxide,density,pH,sulphates,alcohol,Quality,,,,
513,6.3,0.24,0.29,13.7,0.035,53,134,0.99567,3.17,0.38,10.6,Good,,,,
3730,5,0.33,0.16,1.5,0.049,10,97,0.9917,3.48,0.44,10.7,Good,,,,
4589,6.7,0.26,0.26,4.1,0.073,36,202,0.9956,3.3,0.67,9.5,Disappointing,,,,
271,6.4,0.29,0.57,1,0.06,15,120,0.9924,3.06,0.41,9.5,Disappointing,,,,
2825,6,0,0.04,0.8,0.032,8,50,0.99036,3.14,0.4,11,Disappointing,,,,
3343,7.1,0.43,0.25,2.8,0.036,43,132,0.98975,3.21,0.47,13.4,Good,,,,
2349,5.8,0,0.25,3.7,0.031,38,122,0.99128,3.2,0.63,11.2,Good,,,,
2199,7.4,0.2,0.37,16.95,0.048,43,190,0.9995,3.03,0.42,9.2,Good,,,,
3307,6.6,0.2,0.27,10.9,0.038,29,130,0.99496,3.11,0.44,10.5,Good,,,,
3875,6,0.32,0.46,1.5,0.05,56,189,0.99308,3.24,0.49,9.6,Disappointing,,,,
3614,8.2,0.26,0.33,2.6,0.053,11,71,0.99402,2.89,0.49,9.5,Disappointing,,,,
2190,7.6,0.35,0.47,13.3,0.037,42,116,0.99822,3.04,0.5,9.2,Disappointing,,,,
3480,6.9,0.3,0.3,10.55,0.037,4,28,0.99184,3.07,0.32,12.7,Good,,,,
843,8,0.28,0.32,7.6,0.045,61,204,0.99543,3.1,0.55,10.1,Good,,,,
1629,7.6,0.2,0.3,14.2,0.056,53,212.5,0.056,3.14,0.46,8.9,Good,,,,
1779,7.4,0.16,0.27,15.5,0.05,25,135,0.9984,2.9,0.43,8.7,Good,,,,
402,7.8,0.32,0.33,2.4,0.037,18,101,0.9912,3.21,0.65,11.7,Good,,,,
9,6.5,0.22,0.5,16.4,0.048,36,182,0.99904,3.02,0.49,8.8,Good,,,,
1701,6.4,0.16,0.25,1.3,0.047,20,77,0.9933,3.61,0.54,10.2,Good,,,,
692,5.9,0.34,0.31,2,0.03,38,142,0.98892,3.4,0.41,12.9,Good,,,,
3834,8.1,0.3,0.49,12.3,0.049,50,144,0.9971,3.09,0.57,10.2,Good,,,,
2576,6,0.27,0.28,4.8,0.063,31,201,0.9964,3.69,0.71,10,Disappointing,,,,
1970,7.5,0.24,0.31,13.1,0.05,26,180,0.99884,3.05,0.53,9.1,Good,,,,
2323,7.6,0.22,0.34,9.7,0.035,26,143,0.9965,3.08,0.49,9.8,Good,,,,
222,6.8,0.23,0.39,16.1,0.053,71,194,0.9988,3.18,0.64,10.2,Good,,,,
3283,7.3,0.26,0.36,5.2,0.04,31,141,0.9931,3.16,0.59,11,Good,,,,
2999,7.7,0.18,0.3,1.2,0.046,49,199,0.99413,3.03,0.38,9.3,Disappointing,,,,
558,7.3,0.3,0.33,2.3,0.043,28,125,0.99084,3.34,0.44,12.6,Good,,,,
2661,6.8,0.18,0.37,1.6,0.055,47,154,0.9934,3.08,0.45,9.1,Disappointing,,,,
2829,7.7,0.27,0.34,1.8,0.028,26,168,0.9911,2.99,0.48,12.1,Good,,,,
1499,7,0.22,0.26,1.1,0.037,20,71,0.9902,3.1,0.38,11.7,Good,,,,
2998,6.5,0.24,0.32,7.6,0.038,48,203,0.9958,3.45,0.54,9.7,Good,,,,
2475,7.7,0.43,1,19.95,0.032,42,164,0.99742,3.29,0.5,12,Good,,,,
1204,6.4,0.28,0.27,11,0.042,45,148,0.99786,3.14,0.46,8.7,Disappointing,,,,
3977,7.4,0.19,0.31,14.5,0.045,39,193,0.9986,3.1,0.5,9.2,Good,,,,
201,6,0.4,0.3,1.6,0.047,30,117,0.9931,3.17,0.48,10.1,Good,,,,
3925,8.1,0.22,0.28,7.7,0.043,57,176,0.9954,3.12,0.55,10,Disappointing,,,,
3552,7,0.14,0.28,1.3,0.026,10,56,0.99352,3.46,0.45,9.9,Disappointing,,,,
1408,6.7,0.46,0.27,5.2,0.039,35,96,0.99129,3.16,0.44,12.4,Good,,,,
1814,7.4,0.31,0.26,8.6,0.048,47,206,0.9964,3.26,0.36,9.1,Disappointing,,,,
4371,6,0.17,0.49,1,0.034,26,106,0.034,3.21,0.42,9.8,Good,,,,
2397,7.1,0.35,0.27,3.1,0.034,28,134,0.9897,3.26,0.38,13.1,Good,,,,
317,7.1,0.44,0.23,5.8,0.035,24,100,0.99062,3.15,0.57,13.2,Good,,,,
1386,6.8,0.26,0.29,11.9,0.052,54,160,0.99546,3.03,0.58,10.4,Good,,,,
1013,7,0.33,0.78,9.9,0.042,21,251,0.99435,3.01,0.55,11,Good,,,,
424,7.2,0.26,0.74,13.6,0.05,56,162,0.00005,3.03,0.44,8.8,Disappointing,,,,
4240,6.8,0.18,0.38,1.4,0.038,35,111,0.9918,3.32,0.59,11.2,Good,,,,
1484,6.7,0.2,0.37,1.65,0.025,42,103,0.99022,3.11,0.45,11.4,Disappointing,,,,
4044,6.7,0.39,0.31,2.7,0.054,27,,0.9948,3.46,0.57,10.5,Good,,,,
3511,6.5,0.36,0.49,2.9,0.03,16,94,0.9902,3.1,0.49,12.1,Good,,,,
1774,8,0.25,0.26,14,0.043,41,248,0.9986,3.03,0.57,8.7,Good,,,,
3455,5.4,0.53,0.16,2.7,0.036,34,128,0.98856,3.2,0.53,13.2,Good,,,,
1058,6.1,0.27,0.44,6.7,0.041,61,230,0.99505,3.12,0.4,8.9,Disappointing,,,,
3370,5.7,0.22,0.22,16.65,0.044,39,110,0.99855,3.24,0.48,9,Good,,,,
372,6.6,0.19,0.99,1.2,0.122,45,129,0.9936,3.09,0.31,8.7,Good,,,,
918,6.5,0.22,0.25,17.1,0.05,44,138,1.0001,3.3,0.37,8.8,Disappointing,,,,
4254,7.5,0.41,0.23,14.8,0.054,28,174,0.99898,3.18,0.49,9.7,Disappointing,,,,
196,6.4,0.18,0.32,9.6,0.052,24,90,0.9963,3.35,0.49,9.4,Good,,,,
2360,8.2,0.29,0.33,9.1,0.036,28,118,0.9953,2.96,0.4,10.9,Good,,,,
4537,6.8,0.23,0.29,15.4,0.073,56,173,0.9984,3.06,0.41,8.7,Good,,,,
1195,6,0.34,0.66,15.9,0.046,26,164,0.9979,3.14,0.5,8.8,Good,,,,
2131,6.5,0.16,0.33,1,0.027,23,75,0.9908,3.3,0.39,11.4,Good,,,,
3714,6.8,0.39,0.35,11.6,0.044,57,220,0.99775,3.07,0.53,9.3,Disappointing,,,,
2094,7.4,0.24,0.29,10.1,0.05,21,105,0.9962,3.13,0.35,9.5,Disappointing,,,,
587,8,0.28,0.42,7.1,0.045,41,169,0.9959,3.17,0.43,10.6,Disappointing,,,,
1370,7,0.23,0.42,18.05,0.05,35,144,0.9999,3.22,0.42,8.8,Disappointing,,,,
3308,5.1,0.39,0.21,1.7,0.027,15,72,0.9894,3.5,0.45,12.5,Good,,,,
195,6.3,0.29,0.29,3.3,0.037,32,140,0.9895,3.17,0.36,12.8,Good,,,,
3992,7,0.28,0.26,1.7,0.042,34,130,0.9925,3.43,0.5,10.7,Good,,,,
2946,7.3,0.19,0.24,6.3,0.054,34,231,0.9964,3.36,0.54,10,Good,,,,
1798,6.3,0.22,0.22,5.6,0.039,31,128,0.99296,3.12,0.46,10.4,Good,,,,
584,6.4,0.25,0.74,7.8,0.045,52,209,0.9956,3.21,0.42,9.2,Good,,,,
3994,6.1,0.25,0.48,15.8,0.052,25,94,0.99782,3.07,0.45,9.2,Good,,,,
998,5.8,0.27,0.4,1.2,0.076,47,130,0.99185,3.13,0.45,10.3,Good,,,,
3186,7.4,0.24,0.31,8.4,0.045,52,183,0.9963,3.09,0.32,8.8,Disappointing,,,,
35,7.3,0.32,0.48,13.3,0.06,57,196,0.9982,3.04,0.5,9.2,Disappointing,,,,
1071,6.3,0.22,0.3,2,0.05,23,120,0.99204,3.24,0.47,10.4,Good,,,,
4260,5.9,0.29,0.33,7.4,0.037,58,205,0.99495,3.26,0.41,9.6,Disappointing,,,,
3087,8.1,0.28,0.46,15.4,0.059,32,177,1.0004,3.27,0.58,9,Disappointing,,,,
2805,6.8,0.45,0.3,11.8,0.094,23,97,0.094,3.09,0.44,9.6,Disappointing,,,,
1035,8,0.26,0.28,8.2,0.038,72,202,0.99566,3.12,0.56,10,Good,,,,
374,5.7,0.46,0.46,1.4,0.04,31,169,0.9932,3.13,0.47,8.8,Disappointing,,,,
1276,6.2,0.21,0.24,1.2,0.051,31,95,0.99036,3.24,0.57,11.3,Good,,,,
2331,6.9,0.25,0.35,1.3,0.039,29,191,0.9908,3.13,0.52,11,Good,,,,
3356,7.9,0.18,0.33,1.2,0.033,20,72,0.9922,3.12,0.38,10.5,Good,,,,
1169,6.1,0.41,0.24,1.6,0.049,16,137,0.049,3.32,0.5,10.4,Good,,,,
1363,7.3,0.4,0.26,5.45,0.016,26,90,0.98951,2.84,0.54,13.2,Good,,,,
4071,6,0.21,0.3,8.7,0.036,47,127,0.99368,3.18,0.39,10.6,Disappointing,,,,
2106,8.4,0.2,0.38,11.8,0.055,51,170,1.0004,3.34,0.82,8.9,Good,,,,
4177,6.6,0.33,0.24,16.05,0.045,31,147,0.99822,3.08,0.52,9.2,Disappointing,,,,
3631,5.6,0.35,0.37,1,0.038,6,72,0.9902,3.37,0.34,11.4,Disappointing,,,,
4204,6.7,0.31,0.18,7.7,0.043,57,200,0.99566,3.17,0.44,9.4,Good,,,,
490,7.2,0.23,0.25,18.8,0.085,19,111,1.00044,3.1,0.51,8.7,Disappointing,,,,
1347,6.2,0.34,0.25,12.1,0.059,33,171,0.99769,3.14,0.56,8.7,Good,,,,
4051,7.4,0.16,0.3,13.7,0.056,33,168,0.99825,2.9,0.44,8.7,Good,,,,
2751,7.6,0.31,0.49,13.4,0.062,50,191,0.9989,3.22,0.53,9,Disappointing,,,,
4198,6.7,0.18,0.25,14.3,0.048,79,149,0.9975,3.12,0.37,9.7,Disappointing,,,,
4512,5.7,0,0.28,6.9,0.036,46,150,0.99299,3.36,0.44,10.8,Good,,,,
4556,7.6,0.27,0.29,2.5,0.059,37,115,0.99328,3.09,0.37,9.8,Disappointing,,,,
1679,8,0.22,0.32,10.4,0.043,63,201,0.043,3.11,0.53,9.5,Good,,,,
2841,8.3,0.27,0.45,1.3,0.048,8,72,0.9944,3.08,0.61,10.3,Disappointing,,,,
1102,7.7,0.3,0.34,1.2,0.048,4,119,0.99084,3.18,,12.1,Good,,,,
1326,10.7,0.22,0.56,8.2,0.044,37,181,0.044,2.87,0.68,9.5,Good,,,,
3597,6.3,0.29,0.3,8.1,0.212,60,150,0.9958,3.1,0.4,9.3,Disappointing,,,,
2945,7.5,0.27,0.31,5.8,0.057,131,313,0.9946,3.18,0.59,10.5,Disappointing,,,,
3315,7.1,0.28,0.19,7.8,0.04,48,184,0.99579,3.16,0.5,9.4,Disappointing,,,,
1317,7.1,0.2,0.31,6.85,0.053,32,211,0.99587,3.31,0.59,10.4,Good,,,,
2743,7.1,0.32,0.24,13.1,0.05,52,204,0.00005,3.1,0.49,8.8,Disappointing,,,,
2622,7.8,0.18,0.46,13.6,0.052,38,118,0.052,3.15,0.5,10,Good,,,,
969,6.8,0.18,0.28,9.8,0.039,29,113,0.99406,3.11,0.45,10.9,Good,,,,
1052,6.5,0.24,0.38,1,0.027,31,90,0.98926,3.24,0.36,12.3,Good,,,,
3749,5,0.27,0.4,1.2,0.076,42,124,0.99204,3.32,0.47,10.1,Good,,,,
3351,7.1,0.34,0.31,5.2,0.032,36,140,0.99166,3.35,0.47,12.3,Good,,,,
110,5.6,0.25,0.26,3.6,0.037,18,115,0.9904,3.42,0.5,12.6,Good,,,,
3224,6.9,0.3,0.36,4.5,0.054,31,203,0.99513,3.4,0.57,10.4,Disappointing,,,,
3831,7.3,0.39,0.37,1.1,0.043,36,113,0.043,3.39,0.48,12.7,Good,,,,
3810,6.4,0.27,0.45,8.3,0.05,52,196,0.9955,3.18,0.48,9.5,Disappointing,,,,
510,7.7,0.27,0.49,1.8,0.041,23,86,0.9914,3.16,0.42,12.5,Good,,,,
4163,7,0.16,0.3,2.6,0.043,34,90,0.99047,2.88,0.47,11.2,Good,,,,
3880,6.6,0.34,0.25,4.8,0.038,16,121,0.99198,3.36,0.71,12.6,Good,,,,
4579,8.1,0.27,0.33,1.3,0.045,26,100,0.99066,2.98,0.44,12.4,Good,,,,
3788,6.2,0.27,0.26,12.1,0.046,43,127,0.9951,3.16,0.37,10.8,Good,,,,
3549,6.8,0.27,0.32,1.5,0.044,19,142,0.9921,3.1,0.43,9.9,Good,,,,
1871,7.4,0.2,0.35,2.1,0.038,30,116,0.9949,3.49,0.77,10.3,Good,,,,
327,6.2,0.2,0.32,2.8,0.05,17,126,0.9936,3.18,0.55,9.4,Good,,,,
3688,7.7,0.25,0.43,4.5,0.062,20,115,0.9966,3.38,0.5,9.9,Good,,,,
1378,5.9,0.2,0.28,12.8,0.038,29,132,0.99426,3.31,0.57,11.8,Good,,,,
988,6.9,0.19,0.4,1.4,0.036,14,55,0.9909,3.08,0.68,11.5,Good,,,,
3522,7.7,0.34,0.28,11,0.04,31,117,0.99815,3.27,0.29,9.2,Good,,,,
4218,6.3,0.32,0.17,17.75,0.06,51,190,0.99916,3.13,0.48,8.8,Good,,,,
979,6.9,0.28,0.3,1.6,0.047,46,132,0.9918,3.35,0.38,11.1,Good,,,,
378,6.5,0.18,0.33,8,0.051,16,131,0.9965,3.28,0.44,8.7,Good,,,,
2700,5.6,0.32,0.32,8.3,0.043,32,105,0.99266,3.24,0.47,11.2,Good,,,,
4554,7.5,0.26,0.59,11.8,0.046,58,164,0.99814,3.17,0.46,8.9,Disappointing,,,,
782,6.9,0.28,0.24,2.1,0.034,49,121,0.98882,2.98,0.43,13.2,Good,,,,
2147,6.8,0.12,0.31,5.2,0.045,29,120,0.9942,3.41,0.46,9.8,Good,,,,
1510,7.6,0.34,0.39,7.6,0.04,45,215,0.9965,3.11,0.53,9.2,Good,,,,
3500,6.1,0.34,0.24,18.35,0.05,33,184,0.99943,3.12,0.61,9.3,Disappointing,,,,
2053,7,0.23,0.35,1.4,0.036,31,113,0.9912,3.16,0.48,10.8,Good,,,,
985,6.4,0.28,0.44,7.1,0.048,49,179,0.99528,3.15,0.48,9.2,Disappointing,,,,
1147,7.5,0.23,0.29,2.6,0.031,24,98,0.99194,3,0.54,10.9,Good,,,,
3491,7.7,0.28,0.35,15.3,0.056,31,117,0.9998,3.27,0.5,9.6,Disappointing,,,,
4269,6.2,0.3,0.21,1.1,0.032,31,111,0.9889,2.97,0.42,12.2,Good,,,,
1721,6,0.28,0.29,19.3,0.051,36,174,0.99911,3.14,0.5,9,Disappointing,,,,
2526,6.8,0.52,0.26,5.7,0.038,27,130,0.99,3.11,0.27,13,Good,,,,
2241,6.1,0.36,0.16,6.4,0.037,36,198,0.9944,3.17,0.62,9.9,Good,,,,
2892,6.5,0.43,0.31,3.6,0.046,19,143,0.99022,3.15,0.34,12,Good,,,,
2151,5.6,0.19,0.39,1.1,0.043,17,67,0.9918,3.23,0.53,10.3,Good,,,,
2348,6.7,0.47,0.29,4.75,0.034,29,134,0.99056,3.29,0.46,13,Good,,,,
3561,7.3,0.32,0.34,6.6,0.032,24,112,0.99505,3.22,0.46,9.8,Good,,,,
1323,6.6,0.23,0.3,4.6,0.06,29,154,0.99142,3.23,0.49,,Good,,,,
153,7.2,0.24,0.29,2.2,0.037,37,102,0.037,3.27,0.64,11,Good,,,,
3452,6.5,0.41,0.24,14,0.048,24,113,0.9982,3.44,0.53,9.8,Good,,,,
3293,7,0.31,0.26,7.4,0.069,28,160,0.9954,3.13,0.46,9.8,Good,,,,
3634,8,0.13,0.25,1.1,0.033,15,86,0.99044,2.98,0.39,11.2,Good,,,,
278,7.8,0.29,0.33,8.75,0.035,33,181,0.9962,3.11,0.46,10.7,Disappointing,,,,
38,6.9,0.21,0.81,1.1,0.137,52,123,0.9932,3.03,0.39,9.2,Good,,,,
2500,6.5,0.17,0.31,1.5,0.041,34,121,0.99092,3.06,0.46,10.5,Good,,,,
3674,6.8,0.26,0.33,1.5,0.047,44,167,0.9928,3.12,0.44,10.5,Good,,,,
1885,6.8,0.19,0.36,1.9,0.035,30,96,0.9917,3.15,0.54,10.8,Good,,,,
159,7.4,0.18,0.36,13.1,0.056,72,163,1,3.42,0.35,9.1,Good,,,,
1732,5.8,0.17,0.3,1.4,0.037,55,130,0.9909,3.29,0.38,11.3,Good,,,,
1542,7.8,0.28,0.31,2.1,0.046,28,208,0.99434,3.23,0.64,9.8,Disappointing,,,,
4497,7.2,0.2,0.3,2,0.039,43,188,0.9911,3.3,0.41,12,Good,,,,
564,7.7,0.34,0.58,11.1,0.039,41,151,0.9978,3.06,0.49,8.6,Disappointing,,,,
4530,7,0.26,0.26,10.8,0.039,37,184,0.99787,3.47,0.58,10.3,Good,,,,
1115,6.9,0.23,0.34,4,0.047,24,128,0.9944,3.2,0.52,9.7,Good,,,,
2066,6.3,0.3,0.91,8.2,0.034,50,199,0.99394,3.39,0.49,11.7,Good,,,,
3819,6.5,0.36,0.31,13.55,0.053,20,113,0.99544,3.2,0.56,11,Good,,,,
2111,7.2,0.24,0.3,1.2,0.037,11,95,0.98914,2.96,0.36,12.5,Good,,,,
2964,7.5,0.42,0.34,4.3,0.04,34,108,0.99155,3.14,0.45,12.8,Good,,,,
244,5.1,0.29,0.28,8.3,0.026,27,107,0.99308,3.36,0.37,11,Good,,,,
2902,7,0.13,0.37,12.85,0.042,36,105,0.99581,3.05,0.55,10.7,Good,,,,
3363,8,0.28,0.42,7.1,0.045,41,169,0.9959,3.17,0.43,10.6,Disappointing,,,,
80,7.9,0,0.51,15.3,0.047,54,171,0.9987,3.09,0.51,9.1,Disappointing,,,,
155,6.1,0.28,0.22,1.8,0.034,32,116,0.9898,3.36,0.44,12.6,Good,,,,
2431,7.4,0.32,0.55,16.6,0.056,53,238,1.0017,2.96,0.58,8.7,Good,,,,
3323,6.9,0.26,0.27,4.2,0.031,20,80,0.99089,3.12,0.39,11.5,Good,,,,
3092,8.4,0.19,0.43,2.1,0.052,20,104,0.052,2.85,0.46,9.5,Disappointing,,,,
1129,6,0.26,0.24,1.3,0.053,66,150,0.9924,3.21,0.62,10.4,Good,,,,
3385,5.8,0.29,0.15,1.1,0.029,12,83,0.9898,3.3,0.4,11.4,Good,,,,
1786,6.6,0.21,0.29,5.35,0.029,43,106,0.99112,2.93,0.43,11.5,Good,,,,
694,7,0.23,0.33,5.8,0.04,25,136,0.00004,3.19,0.58,9.5,Good,,,,
2537,5.7,0.28,0.35,1.2,0.052,39,141,0.99108,3.44,0.69,11.3,Good,,,,
3467,6.8,0.32,0.34,6,0.05,5,129,0.9953,3.19,0.4,9.1,Disappointing,,,,
3278,7.7,0.28,0.58,12.1,0.046,60,177,0.9983,3.08,0.46,8.9,Disappointing,,,,
4479,4.9,0,0.34,1,0.068,32,143,0.99138,3.24,0.4,10.1,Disappointing,,,,
297,5.8,0.13,0.22,12.7,0.058,24,183,0.9956,3.32,0.42,11.7,Good,,,,
4416,7.8,0.27,0.34,1.6,0.046,27,154,0.9927,3.05,0.45,10.5,Good,,,,
379,6.9,0.19,0.33,1.6,0.039,27,98,0.9898,3.09,0.46,12.3,Good,,,,
890,7,0.31,0.29,1.4,0.037,33,128,0.9896,3.12,0.36,12.2,Good,,,,
1841,6.1,0.24,0.26,1.7,0.033,61,134,0.9903,3.19,0.81,11.9,Good,,,,
3260,6.4,0.28,0.44,7.1,0.048,49,179,0.99528,3.15,0.48,9.2,Disappointing,,,,
3567,7.2,0.23,0.38,14.3,0.058,55,194,0.9979,3.09,0.44,9,Good,,,,
2617,8.5,0.23,0.4,9.9,0.036,24,88,0.9951,3.02,0.42,10.5,Good,,,,
4401,6.9,0,0.42,12,0.067,24,131,0.99727,3.19,0.34,9.3,Disappointing,,,,
602,6,0.28,0.52,5,0.078,30,139,0.99494,3.1,0.36,9,Good,,,,
3690,10,0.2,0.39,1.4,0.05,19,152,0.00005,3,0.42,10.4,Good,,,,
3656,6.7,0.11,0.34,8.8,0.043,41,113,0.9962,3.42,0.4,9.3,Good,,,,
1417,6.4,0.31,0.28,2.5,0.039,34,137,0.98946,3.22,0.38,12.7,Good,,,,
4247,8,0.27,0.25,19.1,0.045,50,208,1.00051,3.05,0.5,9.2,Good,,,,
4215,5.6,0.18,0.27,1.7,0.03,31,103,0.98892,3.35,0.37,12.9,Good,,,,
3317,7.8,0.16,0.41,1.7,0.026,29,140,0.026,3.02,0.78,12.5,Good,,,,
3839,5.6,0.34,0.3,6.9,0.038,23,89,0.99266,3.25,0.49,11.1,Good,,,,
2450,6.5,0.28,0.34,3.6,0.04,29,121,0.99111,3.28,0.48,12.1,Good,,,,
3440,7,0.3,0.32,6.4,0.034,28,97,0.9924,3.23,0.44,11.8,Good,,,,
4527,5.8,0,0.3,5.4,0.043,41,149,0.9926,3.33,0.42,10.8,Good,,,,
1176,6.7,0.3,0.45,10.6,0.032,56,212,0.032,3.22,0.59,9.5,Good,,,,
2124,6.3,0.26,0.49,1.5,0.052,34,134,0.9924,2.99,0.61,9.8,Good,,,,
1232,7.6,0.16,0.44,1.4,0.043,25,109,0.9932,3.11,0.75,10.3,Good,,,,
3620,6.6,0.31,0.07,1.5,0.033,55,144,0.99208,3.16,0.42,10,Disappointing,,,,
2976,6.9,0.38,0.29,13.65,0.048,52,189,0.99784,3,0.6,9.5,Good,,,,
1512,6.5,0.22,0.19,1.1,0.064,36,191,0.99297,3.05,0.5,9.5,Good,,,,
4157,6.4,0.33,0.44,8.9,0.055,52,164,0.99488,3.1,0.48,9.6,Disappointing,,,,
2922,7.4,0.22,0.33,2,0.045,31,101,0.9931,3.42,0.55,11.4,Disappointing,,,,
990,6.7,0,0.22,8.6,0.048,,198,0.9955,3.25,0.41,10.2,Disappointing,,,,
2698,6.8,0.31,0.3,8,0.028,33,122,0.99164,3.13,0.63,12.6,Good,,,,
1433,6.4,0.27,0.29,10.8,0.028,17,118,0.99356,3.18,0.37,11.2,Good,,,,
3334,5.9,0.65,0.23,5,0.035,20,128,0.99016,3.46,0.48,12.8,Good,,,,
1354,6.8,0.25,0.31,13.3,0.05,69,202,0.9972,3.22,0.48,9.7,Good,,,,
1113,6.8,0.3,0.35,2.8,0.038,10,164,0.9912,3.09,0.53,12,Good,,,,
291,8.3,0.26,0.41,9.2,0.042,41,162,0.9944,3.1,0.38,12,Good,,,,
2374,5,0.24,0.21,2.2,0.039,31,100,0.99098,3.69,0.62,11.7,Good,,,,
18,6.4,0.21,0.5,11.6,0.042,45,153,0.9972,3.15,0.43,8.8,Disappointing,,,,
4521,7.9,0.16,0.3,4.8,0.037,37,171,0.9967,3.47,0.44,9,Disappointing,,,,
1165,6.9,0.4,0.17,12.9,0.033,59,186,0.99754,3.08,0.49,9.4,Disappointing,,,,
3401,6.1,0.19,0.37,2.6,0.041,24,99,0.99153,3.18,0.5,10.9,Good,,,,
488,6.3,0.37,0.28,6.3,0.034,45,152,0.9921,3.29,0.46,11.6,Good,,,,
4564,6.1,0.16,0.37,1.1,0.031,37,97,0.9922,3.4,0.58,10.5,Good,,,,
1825,6.6,0.27,0.49,7.8,0.049,62,217,0.9959,3.17,0.45,9.4,Good,,,,
3980,6.6,0.25,0.51,8,0.047,61,189,0.99604,3.22,0.49,9.2,Disappointing,,,,
1319,9.5,0.21,0.47,1.3,0.039,21,123,0.9959,2.9,0.64,9.5,Disappointing,,,,
4190,4.9,0.47,0.17,1.9,0.035,60,148,0.98964,3.27,0.35,11.5,Good,,,,
546,5.8,0.22,0.29,1.3,0.036,25,68,0.98865,3.24,0.35,12.6,Good,,,,
4523,7.6,0.21,0.49,2.5,0.047,20,130,0.99178,3.15,0.48,11.1,Disappointing,,,,
2179,7.6,0.27,0.52,3.2,0.043,28,152,0.99129,3.02,0.53,11.4,Good,,,,
4224,8.2,0.24,0.49,9.3,0.038,52,163,0.9952,3.02,0.33,10.6,Good,,,,
1500,6.7,0.25,0.74,19.4,0.054,44,169,1.0004,3.51,0.45,9.8,Good,,,,
1933,6,0.19,0.26,1.4,0.039,30,104,0.98998,3.32,0.41,12.4,Good,,,,
1824,7.9,0.37,0.31,2.85,0.037,5,24,0.9911,3.19,0.36,11.9,Good,,,,
2955,6.5,0.18,0.31,1.7,0.044,30,127,0.9928,3.49,0.5,10.2,Good,,,,
212,6.5,,0.64,11.8,0.065,65,225,0.9978,3.12,0.51,8.9,Disappointing,,,,
2904,7.3,0,0.09,11.4,0.044,45,204,0.99713,3.15,0.46,9,Disappointing,,,,
2747,6.1,0.25,0.3,1.2,0.036,42,107,0.036,3.34,0.56,10.8,Good,,,,
2748,6.4,0.26,0.21,8.2,0.05,51,182,0.99542,3.23,0.48,9.5,Disappointing,,,,
2069,8.3,0.27,0.34,10.2,0.048,50,118,0.99716,3.18,0.51,10.3,Disappointing,,,,
1139,6.4,0.31,0.53,8.8,0.057,36,221,0.99642,3.17,0.44,9.1,Disappointing,,,,
4590,6.2,0.24,0.35,1.2,0.038,22,167,0.9912,3.1,0.48,10.6,Good,,,,
437,5.8,0.25,0.24,13.3,0.044,41,137,0.9972,3.34,0.42,9.5,Disappointing,,,,
1054,6.6,0.22,0.28,4.9,0.042,51,180,0.9952,3.3,0.75,9.5,Good,,,,
192,7.3,0.22,0.49,9.9,0.031,48,161,0.9937,3.01,0.28,11.2,Good,,,,
1940,5.8,0,0.26,4.5,0.053,17,126,0.9943,3.24,0.46,9.1,Disappointing,,,,
1339,7.1,0.2,0.37,1.5,0.049,28,129,0.99226,3.15,0.52,10.8,Disappointing,,,,
868,7.1,0.21,0.27,8.6,0.056,26,111,0.9956,2.95,0.52,9.5,Disappointing,,,,
3107,7.5,0.19,0.4,7.1,0.056,50,110,0.9954,3.06,0.52,9.9,Good,,,,
1007,6.6,0.22,0.36,5.5,0.029,30,105,0.99206,3.2,0.47,11.8,Good,,,,
1674,,0.33,0.36,2.1,0.034,19,125,0.99166,2.96,0.98,12.7,Good,,,,
4210,6.5,0.22,0.19,1.1,0.064,36,191,0.99297,3.05,0.5,9.5,Good,,,,
4495,6.4,0,0.29,1.1,0.035,44,140,0.99142,3.17,0.55,10.7,Good,,,,
556,7.5,0.2,0.47,16.9,0.052,51,188,0.99944,3.09,0.62,9.3,Disappointing,,,,
4059,7.1,0.23,0.35,16.5,0.04,60,171,0.00004,3.16,0.59,9.1,Good,,,,
4026,6,0.28,0.35,1.9,0.037,16,120,0.9933,3.16,0.69,10.6,Disappointing,,,,
3126,7.4,0.18,0.36,13.1,0.056,72,163,1,3.42,0.35,9.1,Good,,,,
124,6.1,0.37,0.36,4.7,0.035,36,116,0.035,3.31,0.62,12.6,Good,,,,
4012,6.6,0.32,0.41,7.2,0.048,55,178,0.99537,3.2,0.46,9.4,Disappointing,,,,
3131,6.6,0.28,0.23,10.4,0.049,45,190,0.99754,3.12,0.51,8.8,Disappointing,,,,
3653,6.6,0.34,0.24,3.3,0.034,29,99,0.99031,3.1,0.4,12.3,Good,,,,
914,6.9,0.28,0.31,7.2,0.04,47,168,0.9946,3.29,0.57,10.6,Good,,,,
4162,6,0.38,0.26,3.5,0.035,38,111,0.98872,3.18,0.47,13.6,Good,,,,
4477,6.7,0.27,0.33,3.6,0.034,9,45,0.99144,3.08,0.4,10.5,Good,,,,
4580,7.4,0.16,0.3,13.7,0.056,33,168,0.99825,2.9,0.44,8.7,Good,,,,
3112,5.9,0.2,0.23,1.5,0.037,38,93,0.99021,3.36,0.49,12,Good,,,,
308,7,0.33,0.32,1.2,0.053,38,138,0.9906,3.13,0.28,11.2,Good,,,,
